Date,Close,Volume,DayOfWeek,Month
2025-10-03 16:00:00,603.18,46482098,4,10
2025-10-06 16:00:00,607.71,41962115,0,10
2025-10-07 16:00:00,604.51,58209463,1,10
2025-10-08 16:00:00,611.44,50629754,2,10
2025-10-09 16:00:00,610.7,45550958,3,10
2025-10-10 16:00:00,589.5,97614783,4,10
2025-10-13 16:00:00,602.01,65872584,0,10
2025-10-14 16:00:00,598.0,69203187,1,10
2025-10-15 16:00:00,602.22,62805456,2,10
2025-10-16 16:00:00,599.99,70981963,3,10
2025-10-17 16:00:00,603.93,72024872,4,10
2025-10-20 16:00:00,611.54,45761697,0,10
2025-10-21 16:00:00,611.38,44538161,1,10
2025-10-22 16:00:00,605.49,61478802,2,10
2025-10-23 16:00:00,610.58,42844298,3,10
2025-10-24 16:00:00,617.1,47632473,4,10
2025-10-27 16:00:00,628.09,54098611,0,10
2025-10-28 16:00:00,632.92,61195733,1,10
2025-10-29 16:00:00,635.77,67422806,2,10
2025-10-30 16:00:00,626.05,61628621,3,10
2025-10-31 16:00:00,629.07,66305147,4,10
2025-11-03 16:00:00,632.08,37154307,0,11
2025-11-04 16:00:00,619.25,63830768,1,11
2025-11-05 16:00:00,623.28,48688484,2,11
2025-11-06 16:00:00,611.67,72115128,3,11
2025-11-07 16:00:00,609.74,81835388,4,11
2025-11-10 16:00:00,623.23,55919931,0,11
2025-11-11 16:00:00,621.57,44868841,1,11
2025-11-12 16:00:00,621.08,47444384,2,11
2025-11-13 16:00:00,608.4,71333634,3,11
2025-11-14 16:00:00,608.86,80087291,4,11
2025-11-17 16:00:00,603.66,63850367,0,11
2025-11-18 16:00:00,596.31,83327279,1,11
2025-11-19 16:00:00,599.87,73111487,2,11
2025-11-20 16:00:00,585.67,117743195,3,11
2025-11-21 16:00:00,590.07,103344155,4,11
2025-11-24 16:00:00,605.16,60168149,0,11
2025-11-25 16:00:00,608.89,57560867,1,11
2025-11-26 16:00:00,614.27,42393598,2,11
2025-11-28 13:05:00,619.25,23034394,4,11
2025-12-01 16:00:00,617.17,40957588,0,12
2025-12-02 16:00:00,622.0,54541834,1,12
2025-12-03 16:00:00,623.52,47841627,2,12
2025-12-04 16:00:00,622.94,47067751,3,12
2025-12-05 16:00:00,625.48,53614169,4,12
2025-12-08 16:00:00,624.28,43462406,0,12
2025-12-09 16:00:00,625.05,37155999,1,12
2025-12-10 16:00:00,627.61,55031384,2,12
2025-12-11 16:00:00,625.58,58272844,3,12
2025-12-12 16:00:00,613.62,75158726,4,12
2025-12-15 16:00:00,610.54,49538197,0,12
2025-12-16 16:00:00,611.75,55152819,1,12
2025-12-17 16:00:00,600.41,70654327,2,12
2025-12-18 16:00:00,609.11,78875824,3,12
2025-12-19 16:00:00,617.05,60369829,4,12
2025-12-22 16:00:00,619.21,43703101,0,12
2025-12-23 16:00:00,622.11,41120445,1,12
2025-12-24 13:05:00,623.93,18468707,2,12
2025-12-26 16:00:00,623.89,28959778,4,12
2025-12-29 16:00:00,620.87,32458308,0,12
2025-12-30 16:00:00,619.43,31226754,1,12
2025-12-31 16:00:00,614.31,40746527,2,12
2026-01-02 16:00:00,613.12,61859163,4,1
2026-01-05 16:00:00,617.99,46828359,0,1
2026-01-06 16:00:00,623.42,43137520,1,1
2026-01-07 16:00:00,624.02,44880339,2,1
2026-01-08 16:00:00,620.47,50435941,3,1
2026-01-09 16:00:00,626.65,49688734,4,1
2026-01-12 16:00:00,627.17,37388651,0,1
2026-01-13 16:00:00,626.24,44481380,1,1
2026-01-14 16:00:00,619.55,72598700,2,1
2026-01-15 16:00:00,621.78,53934892,3,1
2026-01-16 16:00:00,621.26,61058094,4,1
2026-01-20 16:00:00,608.06,81988898,1,1
2026-01-21 16:00:00,616.28,79837881,2,1
2026-01-22 16:00:00,620.76,42254757,3,1
2026-01-23 16:00:00,622.72,43645825,4,1
2026-01-26 16:00:00,625.46,35983008,0,1
2026-01-27 16:00:00,631.13,38997212,1,1
2026-01-28 16:00:00,633.22,50691691,2,1
2026-01-29 16:00:00,629.43,79944047,3,1
2026-01-30 16:00:00,621.87,65650714,4,1
2026-02-02 16:00:00,626.14,49020292,0,2
2026-02-03 16:00:00,616.52,81233969,1,2
2026-02-04 16:00:00,605.75,81850748,2,2
2026-02-05 16:00:00,597.03,89354492,3,2
2026-02-06 16:00:00,609.65,78019338,4,2
2026-02-09 16:00:00,614.32,56797557,0,2
2026-02-10 16:00:00,611.47,53938859,1,2
2026-02-11 16:00:00,613.11,58575101,2,2
2026-02-12 16:00:00,600.64,81378903,3,2
2026-02-13 16:00:00,601.92,69237547,4,2
2026-02-17 16:00:00,601.3,69013763,1,2
2026-02-18 16:00:00,605.79,64250668,2,2
2026-02-19 16:00:00,603.47,60960839,3,2
2026-02-20 16:00:00,608.81,74127323,4,2
2026-02-23 16:00:00,601.41,63162819,0,2
2026-02-24 16:00:00,607.87,54389752,1,2
2026-02-25 16:00:00,616.68,52558188,2,2
2026-02-26 16:00:00,609.24,93807568,3,2
2026-02-27 16:00:00,607.29,67203083,4,2
2026-03-02 16:00:00,608.09,74678748,0,3
2026-03-03 16:00:00,601.58,95546863,1,3
2026-03-04 16:00:00,610.75,69826160,2,3
2026-03-05 16:00:00,608.91,88215465,3,3
2026-03-06 16:00:00,599.75,85642847,4,3
2026-03-09 16:00:00,607.76,91533927,0,3
2026-03-10 16:00:00,607.77,63487901,1,3
2026-03-11 16:00:00,607.69,60114800,2,3
2026-03-12 16:00:00,597.26,71836630,3,3
2026-03-13 16:00:00,593.72,63145490,4,3
2026-03-16 16:00:00,600.38,49077156,0,3
2026-03-17 16:00:00,603.31,47106608,1,3
2026-03-18 16:00:00,594.9,56127963,2,3
2026-03-19 16:00:00,593.02,75597579,3,3
2026-03-20 16:00:00,582.06,91964678,4,3
2026-03-23 16:00:00,588.0,89936119,0,3
2026-03-24 16:00:00,583.98,57750895,1,3
2026-03-25 16:00:00,587.82,60475491,2,3
2026-03-26 16:00:00,573.79,81492124,3,3
2026-03-27 16:00:00,562.58,82702241,4,3
2026-03-30 16:00:00,558.28,70602622,0,3
2026-03-31 16:00:00,577.18,95877997,1,3
2026-04-01 16:00:00,584.31,79435132,2,4
2026-04-02 16:00:00,584.98,50941709,3,4
2026-04-06 16:00:00,588.5,35108496,0,4
2026-04-07 16:00:00,588.59,49948196,1,4
2026-04-08 16:00:00,606.09,63085996,2,4
2026-04-09 16:00:00,610.19,37837539,3,4
2026-04-10 16:00:00,611.07,34038534,4,4
2026-04-13 16:00:00,617.39,32972110,0,4
2026-04-14 16:00:00,628.6,49921082,1,4
2026-04-15 16:00:00,637.4,50102387,2,4
2026-04-16 16:00:00,640.47,42320582,3,4
2026-04-17 16:00:00,648.85,53488871,4,4
2026-04-20 16:00:00,646.79,37138512,0,4
2026-04-21 16:00:00,644.33,39580523,1,4
2026-04-22 16:00:00,655.11,37368403,2,4
2026-04-23 16:00:00,651.42,40099828,3,4
2026-04-24 16:00:00,663.88,45563050,4,4
2026-04-27 16:00:00,664.23,32717030,0,4
2026-04-28 16:00:00,657.55,34147916,1,4
2026-04-29 16:00:00,661.57,28748431,2,4
